user_id,subscription_tier,days_since_last_login,avg_session_length_mins,support_tickets_opened,churned
2621,Basic,10,23.7,1,0
2622,Basic,13,19.6,2,0
2623,Basic,5,29.3,3,0
2624,Enterprise,16,31.0,1,0
2625,Basic,8,51.9,1,0
2626,Pro,9,31.4,1,0
2627,Basic,6,31.2,1,0
2628,Basic,9,36.4,2,0
2629,Basic,4,30.3,0,0
2630,Basic,9,24.6,3,1
2631,Pro,12,28.3,0,0
2632,Basic,12,33.5,4,0
2633,Pro,9,38.9,1,0
2634,Pro,14,9.9,1,1
2635,Enterprise,9,6.1,0,0
2636,Basic,12,38.5,2,0
2637,Basic,8,17.0,2,0
2638,Basic,10,8.4,2,0
2639,Enterprise,6,7.5,1,0
2640,Enterprise,8,43.0,3,0
2641,Basic,7,33.8,3,0
2642,Pro,12,17.0,2,0
2643,Basic,7,17.5,1,0
2644,Pro,9,25.5,1,0
2645,Basic,9,33.6,1,0
2646,Pro,5,22.1,1,0
2647,Basic,6,17.1,0,0
2648,Pro,11,36.4,3,0
2649,Pro,11,24.7,3,0
2650,Pro,10,23.1,3,1
2651,Basic,11,30.9,0,1
2652,Basic,7,3.6,1,0
2653,Basic,5,29.7,0,0
2654,Basic,7,29.1,0,1
2655,Basic,12,11.2,1,1
2656,Enterprise,6,5.6,1,0
2657,Basic,17,19.4,1,0
2658,Basic,10,26.8,0,1
2659,Basic,14,27.8,2,0
2660,Basic,8,42.0,1,1
2661,Pro,13,26.8,3,0
2662,Basic,12,11.0,1,1
2663,Enterprise,10,22.5,2,0
2664,Basic,6,12.0,1,0
2665,Enterprise,11,23.2,1,1
2666,Pro,10,39.1,1,0
2667,Basic,11,29.6,2,0
2668,Enterprise,6,17.8,1,0
2669,Basic,9,30.9,1,0
2670,Pro,11,17.2,2,0
2671,Basic,12,1.0,2,0
2672,Pro,9,12.7,0,0
2673,Pro,13,29.6,2,0
2674,Pro,3,32.7,0,0
2675,Pro,5,42.2,0,0
2676,Basic,9,28.4,1,0
2677,Basic,6,38.5,2,0
2678,Basic,7,31.3,1,1
2679,Basic,9,34.4,1,0
2680,Pro,8,36.0,2,1
2681,Basic,12,29.9,0,1
2682,Enterprise,16,35.7,1,0
2683,Pro,10,18.0,2,0
2684,Pro,13,1.0,3,1
2685,Basic,10,31.5,0,0
2686,Pro,17,28.7,0,0
2687,Enterprise,8,16.2,1,0
2688,Basic,10,12.4,1,0
2689,Pro,12,26.3,1,0
2690,Pro,10,32.2,0,0
2691,Basic,13,30.2,1,1
2692,Basic,11,14.8,1,0
2693,Basic,12,17.0,1,0
2694,Basic,12,31.7,0,0
2695,Basic,13,25.7,0,1
2696,Basic,5,35.6,2,0
2697,Basic,10,21.8,0,1
2698,Basic,7,32.4,1,0
2699,Enterprise,9,24.6,2,1
2700,Basic,9,17.8,0,1
2701,Enterprise,9,34.3,2,0
2702,Basic,14,15.1,1,0
2703,Basic,5,25.7,0,0
2704,Basic,9,26.8,1,0
2705,Basic,11,23.8,2,0
2706,Basic,11,34.9,0,0
2707,Pro,11,30.7,1,0
2708,Basic,14,29.5,1,1
2709,Pro,9,25.7,1,0
2710,Pro,10,43.6,0,0
2711,Basic,6,39.6,0,0
2712,Basic,12,34.2,0,0
2713,Pro,8,32.6,1,0
2714,Basic,11,19.0,0,1
2715,Basic,11,24.5,0,0
2716,Enterprise,7,31.4,3,0
2717,Basic,9,35.5,1,0
2718,Pro,18,33.9,2,1
2719,Enterprise,10,30.8,0,0
2720,Basic,11,45.0,0,1
2721,Basic,7,23.6,2,0
2722,Basic,4,35.1,0,0
2723,Basic,12,33.9,2,1
2724,Basic,4,29.4,1,0
2725,Pro,11,29.8,3,1
2726,Basic,9,29.6,2,1
2727,Basic,9,17.9,1,0
2728,Enterprise,13,29.0,2,0
2729,Pro,15,32.5,1,0
2730,Pro,4,28.2,1,0
2731,Basic,8,6.6,0,0
2732,Pro,12,9.1,1,0
2733,Basic,9,16.8,1,0
2734,Basic,11,23.9,2,1
2735,Basic,11,17.4,0,0
2736,Pro,13,31.5,2,0
2737,Basic,13,36.9,1,0
2738,Basic,7,38.3,1,0
2739,Basic,13,28.4,0,0
2740,Basic,11,35.8,0,0
2741,Pro,11,19.4,0,0
2742,Pro,11,23.5,0,0
2743,Pro,7,13.3,1,0
2744,Basic,12,37.1,0,0
2745,Basic,11,44.7,0,0
2746,Basic,7,21.5,2,0
2747,Basic,15,3.3,1,0
2748,Basic,11,15.4,1,0
2749,Pro,4,18.5,3,1
2750,Basic,13,11.7,2,0
2751,Basic,7,14.7,1,0
2752,Basic,6,27.0,0,0
2753,Basic,9,31.6,0,0
2754,Basic,11,4.4,1,1
2755,Enterprise,9,19.7,1,0
2756,Pro,14,25.4,1,0
2757,Enterprise,14,14.3,1,1
2758,Basic,11,27.4,0,0
2759,Basic,13,23.8,1,1
2760,Basic,7,20.5,2,0
2761,Basic,8,16.4,2,0
2762,Pro,6,27.7,2,1
2763,Basic,7,17.4,0,1
2764,Basic,2,7.7,2,0
2765,Basic,12,25.2,0,1
2766,Basic,13,12.6,1,0
2767,Pro,14,8.5,2,1
2768,Basic,7,26.3,3,0
2769,Basic,13,23.4,2,0
2770,Basic,6,16.3,0,0
2771,Basic,4,27.3,0,0
2772,Pro,5,29.2,2,0
2773,Pro,12,27.4,2,0
2774,Enterprise,7,27.0,1,0
2775,Pro,13,8.9,1,1
2776,Basic,12,37.9,1,0
2777,Pro,11,30.6,0,1
2778,Basic,9,15.5,1,0
2779,Basic,14,24.9,1,1
2780,Pro,8,26.8,1,0
2781,Basic,7,24.6,1,1
2782,Enterprise,12,42.9,3,0
2783,Basic,12,5.5,1,0
2784,Pro,18,10.2,1,0
2785,Pro,14,2.0,2,1
2786,Pro,8,25.8,1,0
2787,Pro,11,30.4,3,0
2788,Pro,14,28.6,0,0
2789,Basic,12,22.1,2,1
2790,Basic,8,29.1,2,1
2791,Basic,14,22.0,0,0
2792,Pro,8,32.4,0,1
2793,Basic,12,36.1,2,0
2794,Pro,8,15.7,3,1
2795,Basic,9,22.1,1,0
2796,Basic,18,23.7,2,0
2797,Pro,14,39.3,1,0
2798,Basic,12,16.9,1,0
2799,Basic,8,36.0,1,0
2800,Basic,11,10.3,0,1
2801,Enterprise,4,37.4,1,0
2802,Pro,12,33.5,0,0
2803,Basic,10,23.4,1,1
2804,Basic,7,34.2,0,0
2805,Basic,19,20.0,1,1
2806,Pro,7,15.8,3,1
2807,Pro,12,42.1,0,1
2808,Basic,13,19.6,0,0
2809,Basic,9,31.8,3,0
2810,Basic,15,36.1,0,0
2811,Pro,4,33.1,1,0
2812,Pro,9,31.0,0,0
2813,Basic,9,31.8,3,1
2814,Basic,12,35.6,2,0
2815,Basic,10,28.2,2,0
2816,Enterprise,8,24.6,4,0
2817,Basic,10,11.3,0,0
2818,Pro,11,28.2,1,0
2819,Pro,9,35.3,2,0
2820,Basic,12,14.0,1,0
2821,Basic,9,22.7,2,0
2822,Basic,14,29.3,2,0
2823,Pro,10,40.1,0,0
2824,Pro,7,13.4,2,1
2825,Pro,6,32.9,0,0
2826,Basic,16,21.4,2,0
2827,Basic,12,18.3,0,0
2828,Enterprise,10,15.8,2,1
2829,Pro,8,18.4,1,0
2830,Basic,10,30.0,2,0
2831,Enterprise,8,22.7,3,0
2832,Pro,11,32.1,1,0
2833,Basic,11,13.8,1,1
2834,Pro,9,32.0,1,0
2835,Pro,14,29.3,1,0
2836,Pro,6,9.9,3,0
2837,Basic,13,40.1,1,1
2838,Basic,10,28.4,0,1
2839,Enterprise,11,32.7,2,0
2840,Basic,8,36.6,2,1
2841,Basic,12,34.7,0,0
2842,Basic,9,23.7,1,0
2843,Basic,6,32.3,0,0
2844,Pro,9,6.9,1,0
2845,Enterprise,10,28.9,1,0
2846,Basic,4,42.3,1,1
2847,Basic,11,18.0,3,0
2848,Basic,13,34.2,0,0
2849,Pro,6,42.7,1,0
2850,Pro,12,31.9,3,0
2851,Basic,8,35.3,0,0
2852,Pro,10,9.3,1,0
2853,Pro,10,15.7,0,0
2854,Pro,10,39.3,1,0
2855,Enterprise,8,34.6,1,0
2856,Basic,11,30.0,4,0
2857,Pro,13,22.4,1,0
2858,Basic,10,27.8,0,0
2859,Pro,15,42.4,1,0
2860,Pro,15,24.0,1,0
2861,Pro,7,32.0,1,0
2862,Pro,9,31.7,0,1
2863,Basic,6,18.3,0,0
2864,Basic,12,19.1,0,0
2865,Enterprise,4,40.3,0,0
2866,Enterprise,10,30.7,1,0
2867,Basic,5,18.2,1,0
2868,Basic,12,21.9,2,1
2869,Basic,13,15.1,1,0
2870,Pro,8,35.7,1,0
2871,Pro,18,22.5,2,1
2872,Basic,10,22.6,1,1
2873,Basic,6,33.4,2,1
2874,Pro,9,8.2,0,0
2875,Pro,6,24.6,2,1
2876,Basic,9,24.9,0,0
2877,Basic,9,22.1,2,1
2878,Basic,7,19.5,1,0
2879,Basic,15,17.9,1,0
2880,Basic,18,27.8,3,0
2881,Pro,6,14.9,0,0
2882,Pro,13,26.6,1,0
2883,Pro,12,19.5,2,0
2884,Pro,7,20.1,0,0
2885,Basic,15,27.0,0,0
2886,Basic,8,20.0,3,0
2887,Basic,11,37.7,1,0
2888,Basic,6,23.6,0,0
2889,Pro,13,35.5,1,0
2890,Enterprise,4,17.4,0,0
2891,Basic,9,17.2,2,0
2892,Basic,9,8.4,1,0
2893,Pro,10,20.1,4,1
2894,Basic,17,22.7,1,0
2895,Basic,12,25.8,1,0
2896,Pro,12,32.0,1,1
2897,Pro,5,31.2,2,0
2898,Basic,13,36.4,1,1
2899,Basic,6,16.1,0,1
2900,Pro,12,25.3,2,1
2901,Basic,13,15.0,1,0
2902,Basic,8,29.1,0,0
2903,Pro,8,43.0,2,0
2904,Basic,13,13.0,1,1
2905,Pro,21,31.9,1,1
2906,Basic,17,35.5,0,1
2907,Enterprise,6,16.1,0,0
2908,Basic,13,29.4,1,0
2909,Basic,7,21.4,3,0
2910,Basic,15,23.8,1,0
2911,Basic,12,21.1,1,1
2912,Pro,7,22.8,5,0
2913,Enterprise,10,36.6,3,0
2914,Basic,10,24.2,3,1
2915,Basic,12,19.0,2,0
2916,Pro,12,25.7,2,1
2917,Pro,11,3.8,1,0
2918,Basic,6,16.8,1,1
2919,Basic,12,37.5,0,0
2920,Basic,16,23.5,3,0
2921,Pro,12,20.2,1,0
2922,Basic,11,26.7,1,1
2923,Pro,9,32.4,1,0
2924,Basic,7,38.3,0,0
2925,Pro,9,20.5,1,1
2926,Basic,9,20.7,0,0
2927,Basic,11,22.8,3,1
2928,Basic,11,35.3,3,0
2929,Pro,7,25.6,3,0
2930,Basic,16,46.7,0,0
2931,Basic,9,23.4,0,0
2932,Basic,16,42.6,0,0
2933,Basic,9,16.1,1,0
2934,Pro,10,11.1,0,0
2935,Pro,6,24.0,0,0
2936,Pro,15,36.4,0,0
2937,Basic,7,20.2,0,0
2938,Pro,8,18.8,2,0
2939,Basic,10,35.3,1,1
2940,Basic,10,32.1,0,0
2941,Basic,18,17.1,3,0
2942,Basic,10,16.5,0,0
2943,Pro,10,33.3,3,1
2944,Pro,5,8.7,3,0
2945,Pro,11,35.8,3,0
2946,Basic,5,31.9,2,1
2947,Basic,11,2.2,2,0
2948,Basic,12,25.2,2,0
2949,Basic,8,5.2,3,1
2950,Basic,13,12.9,1,0
2951,Basic,14,20.0,1,0
2952,Basic,12,12.3,2,0
2953,Basic,9,47.2,0,0
2954,Pro,8,33.6,2,0
2955,Enterprise,7,38.7,3,0
2956,Enterprise,8,23.6,1,0
2957,Pro,11,25.3,1,0
2958,Basic,13,40.8,3,1
2959,Pro,10,29.3,0,0
2960,Pro,14,31.1,0,0
2961,Basic,5,15.9,2,0
2962,Basic,12,15.8,3,0
2963,Pro,7,27.6,2,0
2964,Basic,12,28.7,0,1
2965,Basic,9,15.0,1,1
2966,Basic,21,28.6,1,0
2967,Basic,11,12.8,1,0
2968,Basic,12,25.1,1,1
2969,Basic,7,10.6,0,0
2970,Basic,13,38.3,1,0
2971,Basic,11,21.9,1,0
2972,Pro,10,18.1,3,0
2973,Basic,13,13.5,0,1
2974,Basic,11,12.6,0,0
2975,Basic,14,29.4,0,1
2976,Enterprise,8,35.0,0,0
2977,Basic,13,34.0,1,1
2978,Basic,8,39.0,1,0
2979,Pro,9,42.5,1,0
2980,Pro,5,34.6,0,0
2981,Basic,13,20.0,1,0
2982,Pro,8,26.7,0,0
2983,Basic,15,2.4,2,1
2984,Basic,9,31.4,0,0
2985,Basic,15,26.5,4,0
2986,Basic,9,41.0,0,0
2987,Pro,15,17.6,1,0
2988,Basic,11,30.2,2,0
2989,Basic,17,15.0,4,1
2990,Pro,11,23.9,0,0
2991,Pro,8,8.6,2,0
2992,Basic,9,38.6,1,0
2993,Pro,8,35.5,0,0
2994,Basic,10,20.3,1,0
2995,Pro,12,27.6,1,0
2996,Pro,10,25.4,1,0
2997,Enterprise,8,18.9,1,0
2998,Basic,10,26.2,0,0
2999,Basic,12,20.6,1,0
3000,Basic,7,34.8,2,0
3001,Basic,10,22.9,2,0
3002,Basic,12,48.9,0,0
3003,Enterprise,7,24.2,2,0
3004,Basic,14,26.1,1,1
3005,Basic,7,30.3,2,1
3006,Pro,11,33.4,1,0
3007,Basic,14,25.8,0,1
3008,Pro,2,30.1,2,0
3009,Basic,9,26.8,2,0
3010,Basic,8,17.2,2,1
3011,Basic,13,14.5,5,1
3012,Basic,16,32.0,2,0
3013,Enterprise,7,40.2,0,0
3014,Basic,11,8.7,2,1
3015,Basic,10,10.7,3,0
3016,Basic,9,10.6,1,0
3017,Basic,5,32.8,0,0
3018,Pro,12,33.6,1,0
3019,Basic,11,15.2,3,0
3020,Pro,14,47.1,0,0
3021,Enterprise,12,21.2,0,0
3022,Basic,7,39.4,1,1
3023,Enterprise,9,33.1,0,0
3024,Basic,8,15.4,1,1
3025,Basic,11,20.8,1,1
3026,Basic,8,16.3,0,0
3027,Pro,8,11.6,0,0
3028,Enterprise,12,22.5,1,0
3029,Basic,8,13.0,3,0
3030,Pro,9,23.3,1,0
3031,Basic,12,44.3,2,0
3032,Basic,14,32.0,1,0
3033,Basic,9,19.4,0,0
3034,Enterprise,8,18.6,0,0
3035,Pro,7,21.0,1,0
3036,Basic,12,45.7,0,0
3037,Basic,4,14.1,1,0
3038,Basic,12,25.0,1,0
3039,Basic,4,29.7,0,0
3040,Basic,11,37.2,1,0
3041,Pro,12,21.7,1,1
3042,Basic,6,15.4,1,1
3043,Basic,11,27.9,2,0
3044,Basic,8,38.1,1,1
3045,Pro,7,22.3,1,0
3046,Pro,13,16.6,1,0
3047,Basic,4,26.1,2,0
3048,Pro,9,8.8,2,0
3049,Basic,9,22.8,0,0
3050,Basic,6,36.8,3,0
3051,Basic,16,33.7,0,1
3052,Basic,8,23.6,1,0
3053,Basic,8,41.6,0,0
3054,Enterprise,13,44.1,0,0
3055,Pro,8,31.6,1,0
3056,Pro,11,10.3,0,0
3057,Basic,12,6.2,1,0
3058,Basic,10,38.8,0,0
3059,Pro,12,27.4,0,0
3060,Basic,11,41.4,1,0
3061,Basic,8,11.6,0,0
3062,Basic,5,23.4,2,0
3063,Pro,11,35.3,1,1
3064,Basic,8,17.7,1,1
3065,Basic,4,35.1,0,0
3066,Pro,2,23.8,1,0
3067,Basic,8,25.3,2,0
3068,Basic,8,13.2,1,0
3069,Basic,12,27.5,0,0
3070,Basic,10,46.9,2,0
3071,Pro,13,28.9,4,1
3072,Basic,7,17.1,2,0
3073,Basic,10,39.0,0,0
3074,Pro,6,17.4,4,0
3075,Pro,16,42.2,0,0
3076,Pro,10,12.3,0,0
3077,Basic,9,27.7,0,0
3078,Basic,7,40.3,3,0
3079,Enterprise,12,16.3,0,0
3080,Pro,8,25.8,0,0
3081,Basic,4,36.6,0,0
3082,Basic,10,2.4,1,0
3083,Basic,13,34.3,0,0
3084,Enterprise,9,24.1,1,0
3085,Basic,13,39.4,1,1
3086,Basic,5,16.7,1,0
3087,Basic,9,11.1,1,0
3088,Pro,15,19.6,2,0
3089,Pro,12,19.4,2,0
3090,Basic,11,22.9,0,0
3091,Pro,10,20.3,1,0
3092,Enterprise,15,4.9,0,0
3093,Basic,5,24.1,1,0
3094,Basic,11,27.3,0,0
3095,Basic,12,23.1,2,0
3096,Pro,13,27.9,2,0
3097,Basic,7,25.8,1,1
3098,Pro,8,11.2,3,0
3099,Pro,6,22.0,2,0
3100,Basic,13,26.1,2,1
3101,Enterprise,12,22.6,2,0
3102,Basic,11,10.1,1,0
3103,Basic,11,37.2,2,0
3104,Pro,14,15.3,1,0
3105,Pro,8,12.6,1,0
3106,Basic,6,25.4,1,0
3107,Pro,7,21.8,0,0
3108,Enterprise,12,31.0,0,0
3109,Basic,8,33.7,0,0
3110,Enterprise,6,32.2,2,0
3111,Basic,15,25.0,3,1
3112,Basic,12,30.5,1,0
3113,Basic,12,9.4,2,0
3114,Pro,6,35.9,1,0
3115,Pro,12,21.0,2,0
3116,Basic,10,44.7,1,1
3117,Basic,12,36.2,3,1
3118,Pro,6,23.0,0,1
3119,Basic,11,25.2,0,0
3120,Pro,9,36.8,0,0
3121,Pro,16,2.4,1,1
3122,Basic,10,23.4,2,1
3123,Enterprise,10,42.0,0,0
3124,Basic,10,33.4,0,0
3125,Enterprise,13,16.6,1,0
3126,Pro,8,28.1,0,0
3127,Pro,8,15.2,2,1
3128,Basic,10,21.6,1,1
3129,Pro,13,28.3,2,0
3130,Basic,8,30.1,1,0
3131,Basic,5,32.3,0,0
3132,Basic,8,37.3,1,1
3133,Basic,14,13.1,1,1
3134,Basic,12,25.2,1,0
3135,Pro,15,16.5,1,0
3136,Pro,7,21.0,0,0
3137,Basic,8,17.5,3,0
3138,Pro,9,30.0,0,0
3139,Basic,11,35.5,2,1
3140,Pro,12,36.1,1,1
3141,Pro,6,13.9,5,0
3142,Basic,7,23.8,1,0
3143,Pro,9,13.7,1,0
3144,Basic,8,13.3,1,0
3145,Basic,7,18.4,2,1
3146,Pro,14,28.4,1,1
3147,Basic,7,30.2,1,0
3148,Basic,11,31.5,1,0
3149,Basic,9,30.9,0,0
3150,Pro,15,16.5,1,0
3151,Basic,8,36.8,1,0
3152,Basic,10,33.0,1,0
3153,Pro,7,20.9,1,1
3154,Pro,8,21.3,1,0
3155,Basic,8,18.4,2,1
3156,Basic,7,12.1,0,0
3157,Basic,9,31.7,0,0
3158,Basic,7,33.2,0,0
3159,Basic,9,15.7,0,0
3160,Pro,17,12.7,0,0
3161,Pro,15,15.6,1,1
3162,Pro,9,26.1,1,0
3163,Basic,17,11.2,2,0
3164,Pro,9,36.3,0,1
3165,Basic,8,35.7,0,0
3166,Enterprise,10,29.2,0,0
3167,Pro,13,33.1,1,0
3168,Basic,13,25.6,0,0
3169,Pro,11,29.7,0,0
3170,Basic,9,12.0,2,0
3171,Pro,7,38.9,1,0
3172,Basic,8,20.1,0,0
3173,Basic,8,23.7,1,0
3174,Pro,12,49.9,1,0
3175,Basic,10,22.8,1,1
3176,Pro,17,32.4,1,0
3177,Basic,7,30.1,1,1
3178,Pro,12,11.7,1,0
3179,Pro,8,15.0,0,0
3180,Basic,8,45.4,0,0
3181,Basic,15,30.8,3,0
3182,Basic,10,24.8,2,0
3183,Basic,13,19.6,1,1
3184,Basic,8,28.2,3,1
3185,Pro,13,29.2,0,0
3186,Enterprise,9,27.3,2,0
3187,Pro,11,35.7,0,1
3188,Pro,17,16.3,0,0
3189,Pro,12,15.0,1,0
3190,Pro,12,35.4,1,0
3191,Basic,7,46.1,1,0
3192,Enterprise,12,33.4,0,0
3193,Pro,10,38.0,1,0
3194,Basic,11,24.3,0,0
3195,Basic,8,27.7,0,0
3196,Basic,13,27.5,0,0
3197,Basic,12,24.4,2,0
3198,Pro,6,39.1,2,0
3199,Basic,2,36.2,2,1
3200,Basic,10,21.0,0,0
3201,Enterprise,12,8.5,0,0
3202,Basic,10,24.4,0,0
3203,Basic,10,13.5,2,0
3204,Basic,8,25.2,3,0
3205,Pro,11,14.2,1,0
3206,Enterprise,11,37.6,0,0
3207,Basic,13,31.8,0,1
3208,Pro,12,31.6,2,0
3209,Basic,6,35.7,2,1
3210,Enterprise,10,28.9,0,0
3211,Pro,7,30.5,2,0
3212,Pro,9,39.3,2,1
3213,Basic,10,23.7,0,0
3214,Enterprise,12,31.1,0,0
3215,Pro,11,14.5,1,0
3216,Basic,9,25.8,2,1
3217,Pro,8,47.6,3,0
3218,Basic,17,33.1,3,0
3219,Pro,9,24.1,1,0
3220,Basic,16,27.6,0,0
3221,Pro,12,24.8,2,0
3222,Basic,8,27.3,2,1
3223,Basic,9,21.0,1,0
3224,Basic,13,29.9,1,1
3225,Basic,10,30.3,3,0
3226,Basic,8,25.1,0,0
3227,Basic,7,26.4,1,0
3228,Basic,7,28.4,0,1
3229,Basic,3,19.7,1,0
3230,Basic,9,29.9,0,0
3231,Pro,7,32.8,1,1
3232,Basic,11,39.6,2,1
3233,Enterprise,18,28.2,2,0
3234,Pro,9,19.4,0,1
3235,Pro,12,24.0,2,1
3236,Basic,6,13.6,3,0
3237,Pro,12,32.3,0,0
3238,Basic,6,4.4,1,0
3239,Basic,13,35.2,4,0
3240,Basic,8,36.5,1,0
3241,Pro,6,1.0,3,0
3242,Basic,17,37.8,2,1
3243,Basic,4,35.3,2,1
3244,Enterprise,7,22.1,2,0
3245,Pro,6,13.1,1,1
3246,Basic,9,16.6,0,1
3247,Basic,11,17.4,1,0
3248,Pro,11,38.2,4,1
3249,Basic,5,20.5,1,1
3250,Basic,8,34.1,2,0
3251,Basic,11,23.8,1,1
3252,Enterprise,14,25.6,2,0
3253,Pro,10,9.3,2,0
3254,Pro,13,13.5,0,0
3255,Pro,13,37.9,1,1
3256,Basic,5,23.4,0,0
3257,Basic,8,28.0,4,0
3258,Basic,10,43.1,0,0
3259,Basic,10,23.7,1,0
3260,Basic,9,23.2,1,0
3261,Pro,4,37.1,0,0
3262,Pro,8,25.1,1,1
3263,Pro,11,28.2,0,0
3264,Basic,11,35.0,1,0
3265,Pro,8,25.0,0,0
3266,Pro,10,32.9,1,0
3267,Basic,8,23.8,1,0
3268,Pro,9,34.8,1,0
3269,Basic,4,29.2,1,0
3270,Basic,11,22.7,3,0
3271,Basic,6,25.7,0,0
3272,Basic,6,1.0,1,0
3273,Basic,8,36.9,3,0
3274,Pro,8,12.5,3,0
3275,Enterprise,6,14.3,0,0
3276,Pro,7,20.6,1,0
3277,Pro,8,7.1,2,1
3278,Basic,8,29.7,1,0
3279,Pro,14,28.6,0,0
3280,Basic,7,20.1,0,0
3281,Basic,7,18.2,1,1
3282,Basic,5,18.1,0,0
3283,Basic,10,31.1,1,0
3284,Basic,11,9.1,1,0
3285,Basic,7,20.9,0,0
3286,Basic,10,9.7,0,1
3287,Enterprise,8,32.7,1,0
3288,Basic,8,21.6,3,0
3289,Basic,12,30.5,0,0
3290,Basic,7,37.5,4,0
3291,Pro,9,37.7,0,1
3292,Basic,8,14.8,0,0
3293,Basic,14,28.1,0,1
3294,Basic,15,36.2,1,0
3295,Basic,13,32.0,2,1
3296,Basic,11,33.0,2,0
3297,Basic,9,7.2,0,1
3298,Basic,9,31.8,1,0
3299,Basic,10,17.1,0,1
3300,Basic,11,31.6,1,0
3301,Pro,5,31.4,1,0
3302,Basic,6,30.9,2,0
3303,Basic,14,23.9,0,0
3304,Basic,7,38.2,0,0
3305,Enterprise,11,30.1,1,0
3306,Basic,12,28.2,2,0
3307,Basic,9,15.7,2,0
3308,Pro,11,29.0,1,0
3309,Basic,15,44.8,2,0
3310,Basic,9,11.1,1,0
3311,Basic,15,32.3,0,0
3312,Pro,11,33.6,2,0
3313,Basic,7,42.3,1,0
3314,Pro,7,32.3,3,1
3315,Enterprise,7,25.1,1,0
3316,Basic,17,29.2,1,0
3317,Basic,7,22.3,2,0
3318,Basic,11,37.2,0,1
3319,Basic,10,9.5,0,0
3320,Basic,9,20.1,2,1
3321,Enterprise,8,29.5,2,0
3322,Pro,8,36.7,3,0
3323,Pro,16,24.9,0,0
3324,Basic,9,17.2,1,0
3325,Pro,7,22.9,0,0
3326,Enterprise,7,21.3,1,0
3327,Pro,7,21.8,1,1
3328,Basic,8,20.6,4,0
3329,Pro,5,20.7,2,0
3330,Basic,5,7.8,0,0
3331,Basic,11,28.0,0,0
3332,Basic,8,31.7,0,0
3333,Pro,12,40.0,0,0
3334,Pro,10,33.6,0,0
3335,Basic,6,33.1,0,0
3336,Basic,11,28.0,0,0
3337,Basic,9,7.4,1,0
3338,Basic,10,27.8,1,0
3339,Basic,13,26.1,4,0
3340,Basic,11,35.3,4,0
3341,Pro,12,30.7,1,0
3342,Basic,7,23.7,1,0
3343,Basic,15,44.6,1,0
3344,Basic,18,33.5,0,0
3345,Enterprise,10,28.4,2,1
3346,Pro,11,29.6,0,1
3347,Pro,9,25.6,0,0
3348,Basic,15,25.2,3,0
3349,Basic,12,3.3,2,0
3350,Basic,6,15.8,1,0
3351,Pro,7,19.6,2,0
3352,Enterprise,14,29.5,0,0
3353,Pro,8,8.5,0,0
3354,Pro,9,19.8,1,1
3355,Pro,7,18.5,0,0
3356,Basic,5,26.2,3,0
3357,Enterprise,12,29.5,4,0
3358,Basic,13,18.5,1,1
3359,Basic,6,19.3,0,0
3360,Basic,11,18.2,1,0
3361,Basic,4,21.1,3,1
3362,Basic,18,24.5,1,1
3363,Basic,8,38.2,2,0
3364,Basic,9,14.9,1,1
3365,Basic,10,42.5,0,0
3366,Basic,8,12.7,0,0
3367,Basic,5,34.5,2,0
3368,Basic,12,20.2,1,0
3369,Basic,11,15.9,1,0
3370,Pro,5,38.2,0,0
3371,Pro,12,25.8,3,0
3372,Pro,15,25.4,1,0
3373,Pro,6,22.2,0,0
3374,Basic,6,19.2,1,0
3375,Pro,13,23.2,0,0
3376,Basic,9,1.0,0,0
3377,Basic,8,6.5,0,0
3378,Pro,10,28.9,2,0
3379,Basic,10,36.8,0,0
3380,Pro,7,38.6,0,0
3381,Pro,10,15.4,1,0
3382,Pro,5,26.9,1,0
3383,Enterprise,8,3.1,0,0
3384,Basic,13,21.5,2,0
3385,Basic,10,33.2,3,0
3386,Basic,12,24.8,2,1
3387,Basic,10,21.7,1,0
3388,Pro,8,24.9,0,0
3389,Pro,11,37.8,0,1
3390,Pro,10,22.6,0,0
3391,Basic,6,25.7,2,0
3392,Basic,9,40.2,0,0
3393,Basic,10,22.7,2,1
3394,Basic,1,8.6,3,1
3395,Pro,12,38.7,2,0
3396,Basic,11,35.2,0,0
3397,Basic,9,2.8,0,0
3398,Basic,5,23.7,0,0
3399,Pro,12,24.8,2,0
3400,Pro,10,38.7,0,0
3401,Basic,13,24.9,3,0
3402,Basic,13,26.7,1,1
3403,Basic,9,27.0,1,0
3404,Basic,13,20.3,1,0
3405,Pro,10,38.0,1,0
3406,Pro,10,17.1,1,0
3407,Basic,8,20.1,1,1
3408,Basic,12,24.9,0,0
3409,Enterprise,14,11.6,0,0
3410,Basic,6,42.7,2,1
3411,Pro,13,25.0,2,0
3412,Basic,6,33.2,1,0
3413,Basic,8,15.4,2,0
3414,Basic,18,32.1,1,0
3415,Basic,13,33.0,0,0
3416,Enterprise,13,34.4,1,0
3417,Basic,15,44.0,0,0
3418,Basic,4,19.4,1,1
3419,Basic,14,23.1,3,1
3420,Basic,13,16.5,0,0
3421,Basic,10,24.0,1,0
3422,Basic,9,31.6,1,1
3423,Pro,5,31.1,0,0
3424,Basic,7,41.4,0,0
3425,Basic,9,29.9,1,0
3426,Enterprise,5,25.0,0,0
3427,Basic,9,14.1,2,0
3428,Enterprise,9,33.7,0,0
3429,Basic,9,23.4,3,0
3430,Pro,10,33.9,1,0
3431,Pro,10,20.8,0,0
3432,Pro,13,37.0,3,0
